"","X","Title","News_Link","Date","Status","Status_Frequency","Daily_Total_Frequency","Year","Month","Day"
"578",578,"泰州市台胞医疗绿色通道护佑台商健康_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201505/t20150506_9737301.htm","2020-11-09","Compatriots",26,31,2020,11,9
"579",579,"2016年广西台商台胞台属台生代表中秋茶话会在南宁举行_中共中央...","http://www.gwytb.gov.cn/service/201609/t20160908_11564259.htm","2016-09-08","Compatriots",1,1,2016,9,8
"580",580,"广东发布“粤台48条”台商台胞在粤乐享同等待遇_中共中央台湾工作...","http://www.gwytb.gov.cn/31t/bjzl/201807/t20180726_12040556.html","2018-07-26","Compatriots",1,1,2018,7,26
"581",581,"大陆积极救助8·15车祸受伤台胞:手足情深暖人心_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/201108/t20110818_1967463.htm","2011-08-18","Compatriots",1,1,2011,8,18
"582",582,"桂林市台办心系台胞排忧解难获好评_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201403/t20140306_5780179.htm","2020-11-09","Compatriots",26,31,2020,11,9
"583",583,"海南省台办春节前慰问在琼定居台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201701/t20170126_11688558.htm","2020-11-09","Compatriots",26,31,2020,11,9
"584",584,"常州机场设立台胞“落地签”点_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201506/t20150618_10068424.htm","2015-06-18","Compatriots",1,1,2015,6,18
"585",585,"逾300名台胞在福州报考专利代理人_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201507/t20150722_10304594.htm","2015-07-22","Compatriots",5,5,2015,7,22
"586",586,"爱心服务台胞 助力学子高考_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201306/t20130618_4332619.htm","2013-06-18","Compatriots",1,1,2013,6,18
"587",587,"扬州邗江区台办四举措助台企台胞安全度汛_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201607/t20160712_11506642.htm","2020-11-09","Compatriots",26,31,2020,11,9
"588",588,"济南市市长张建国到病房看望受伤台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201101/t20110124_1730847.htm","2007-07-17","Compatriots",1,1,2007,7,17
"589",589,"威海市台办召开2017年台胞台属座谈会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/local/201701/t20170120_11683759.htm","2017-01-18","Compatriots",2,2,2017,1,18
"590",590,"广西博白县民警热心帮助台胞补办台胞证_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201401/t20140106_5478472.htm","2020-11-09","Compatriots",26,31,2020,11,9
"591",591,"厦门市思明区搭建全国首创“O2O”模式台胞联谊平台_中共中央台湾...","http://www.gwytb.gov.cn/service/cxggjc/201604/t20160427_11445307.htm","2016-04-27","Compatriots",1,2,2016,4,27
"592",592,"四川省政协主席柯尊平看望列席省政协全会的台胞_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201701/t20170124_11686974.htm","2017-01-22","Compatriots",3,3,2017,1,22
"593",593,"常州市用足用活三项机制 维护台胞合法权益_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201807/t20180718_12036892.htm","2020-11-09","Compatriots",26,31,2020,11,9
"594",594,"广西建立疾病应急救助基金惠及在桂台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201501/t20150107_8618854.htm","2020-11-09","Compatriots",26,31,2020,11,9
"595",595,"“台胞台属眼中的美丽杭州”摄影展在连横纪念馆开幕_中共中央台湾...","http://www.gwytb.gov.cn/local/201608/t20160819_11543952.htm","2020-11-09","Compatriots",26,31,2020,11,9
"596",596,"南宁台商台胞热议个体工商户注册新政策利好_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201512/t20151228_11325885.htm","2015-12-28","Compatriots",1,1,2015,12,28
"597",597,"...陈云林强调目前海峡两岸之间发生政治分歧不影响我们鼓励台胞前...","http://www.gwytb.gov.cn/zlzx/location/201101/t20110123_1725644.htm","1995-08-08","Compatriots",1,1,1995,8,8
"598",598,"泸州市召开2017年台胞台属迎春联谊会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/local/201701/t20170126_11688669.htm","2017-01-26","Compatriots",3,3,2017,1,26
"599",599,"台胞青年千人夏令营安徽分营开营_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/local/201507/t20150709_10221471.htm","2015-07-09","Compatriots",1,1,2015,7,9
"600",600,"怀化鹤城区台办冒高温慰问台胞台属_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201308/t20130814_4619821.htm","2020-11-09","Compatriots",26,31,2020,11,9
"601",601,"甘孜州台办深入泸定县检查台胞捐款援建项目情况_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201705/t20170503_11758162.htm","2020-11-09","Compatriots",26,31,2020,11,9
"602",602,"日照市深入开展对台工作调研 密切联系台胞台企_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201511/t20151123_11078572.htm","2020-11-09","Compatriots",26,31,2020,11,9
"603",603,"台胞领到福建省首张新版营业执照_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201312/t20131203_5305616.htm","2020-11-09","Compatriots",26,31,2020,11,9
"604",604,"广州市越秀区台办举行台胞子女教育座谈会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201305/t20130517_4217017.htm","2020-11-09","Compatriots",26,31,2020,11,9
"605",605,"威海台办编辑《涉台事务政策法规手册》 方便台胞投资生活_中共...","http://www.gwytb.gov.cn/service/201308/t20130814_4619826.htm","2020-11-09","Compatriots",26,31,2020,11,9
"606",606,"台胞社团座谈会在平潭举行_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/local/201510/t20151022_10886722.htm","2015-10-22","Compatriots",1,1,2015,10,22
"607",607,"河南省各地积极开展走访慰问台胞台属台商活动_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201701/t20170125_11687593.htm","2020-11-09","Compatriots",26,31,2020,11,9
"608",608,"山东烟台等地开展走访台企慰问台胞活动_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201602/t20160204_11382429.htm","2016-02-04","Compatriots",2,2,2016,2,4
"609",609,"国台办协调局赴广州调研台胞权益保障工作_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201308/t20130826_4786834.htm","2013-08-26","Compatriots",1,1,2013,8,26
"610",610,"武汉市举行在汉台胞新春座谈会_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/fuwu/201403/t20140305_5770891.htm","2020-11-09","Compatriots",26,31,2020,11,9
"611",611,"四川省组织优秀中青年台胞培训_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/local/201304/t20130427_4140845.htm","2020-11-09","Compatriots",26,31,2020,11,9
"612",612,"济南市积极开展春节走访台企慰问台胞台属活动_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201802/t20180224_11926728.htm","2018-02-13","Compatriots",8,8,2018,2,13
"613",613,"台胞到成都参加蜀文化之旅 感受数不尽的文化_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201609/t20160930_11583038.htm","2016-09-30","Compatriots",1,1,2016,9,30
"614",614,"两岸医疗团队协作专机转送女台胞患者返台_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jy_43772/zxzx_43774/201807/t20180706_11972415.htm","2018-07-04","Compatriots",2,2,2018,7,4
"615",615,"张志军走访昆山台胞:两岸都要为共同家园尽心尽力_中共中央台湾...","http://www.gwytb.gov.cn/wyly/201305/t20130518_4219727.htm","2013-05-17","Compatriots",1,1,2013,5,17
"616",616,"微信群和公众号架起服务台胞便捷通道_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/topone/201512/t20151201_11136984.htm","2015-12-01","Compatriots",2,2,2015,12,1
"617",617,"泰州市台办全力服务台胞来泰投资创业_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201703/t20170317_11725633.htm","2017-03-07","Compatriots",1,1,2017,3,7
"618",618,"老台胞找大陆族谱亲人泪汪汪_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/lajlwl/trueth/201105/t20110510_1852232.htm","2011-05-10","Compatriots",1,1,2011,5,10
"619",619,"山东省台办召开对台经济和台胞权益保护工作研商会_中共中央台湾...","http://www.gwytb.gov.cn/service/201403/t20140310_5795050.htm","2014-03-10","Compatriots",1,1,2014,3,10
"620",620,"日照市东港区台办建立涉台协调机制 维护台胞合法权益_中共中央...","http://www.gwytb.gov.cn/service/201409/t20140919_7393852.htm","2020-11-09","Compatriots",26,31,2020,11,9
"621",621,"王毅表示:欢迎海外台胞“常回家看看”_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/newsb/201101/t20110124_1729840.htm","2010-09-27","Compatriots",1,1,2010,9,27
"622",622,"仙桃民警接力助台胞寻亲人_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201411/t20141114_8012864.htm","2020-11-09","Compatriots",26,31,2020,11,9
"623",623,"扬州邗江区台办向台企台胞台属送上新春大礼包_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201801/t20180129_11912326.htm","2020-11-09","Compatriots",26,31,2020,11,9
"624",624,"资阳市台办主任率队慰问台胞台属_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201702/t20170209_11695331.htm","2020-11-09","Compatriots",26,31,2020,11,9
"625",625,"青岛市中级法院多措并举保护台胞合法权益_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201409/t20140928_7496282.htm","2014-09-28","Compatriots",1,1,2014,9,28
"626",626,"上海发布实施55条措施努力为台企台胞提供“同等待遇”_中共中央...","http://www.gwytb.gov.cn/jj/zxzx_43783/201806/t20180604_11961586.htm","2018-06-02","Compatriots",2,2,2018,6,2
"627",627,"山东公布56条惠台措施 逐步为台胞提供同等待遇_中共中央台湾工作...","http://www.gwytb.gov.cn/jj/zxzx_43783/201808/t20180820_12049569.htm","2018-08-15","Compatriots",1,2,2018,8,15
"628",628,"在盐城就业台胞可缴存使用住房公积金_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201804/t20180426_11948702.htm","2020-11-09","Compatriots",26,31,2020,11,9
"629",629,"全国台联2013年台胞青年千人夏令营四川·成都分营开营_中共中央...","http://www.gwytb.gov.cn/local/201307/t20130710_4431866.htm","2013-07-10","Compatriots",3,3,2013,7,10
"630",630,"宿迁台商为卡式台胞证实施“点赞”_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201509/t20150924_10730569.htm","2015-09-24","Compatriots",1,1,2015,9,24
"631",631,"上海边检绿色通道接力救台胞_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201412/t20141201_8206281.htm","2020-11-09","Compatriots",26,31,2020,11,9
"632",632,"台湾记者:闵行区为台胞想得真周全_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201507/t20150703_10169724.htm","2015-07-03","Compatriots",2,2,2015,7,3
"633",633,"宿迁市开展台胞台属大走访活动_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201507/t20150722_10304648.htm","2015-07-22","Compatriots",5,5,2015,7,22
"634",634,"安徽省马鞍山市台胞可自助购取火车票了_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wl/zxzx_43786/201806/t20180622_11967606.htm","2018-06-21","Compatriots",1,1,2018,6,21
"635",635,"国台办:“31条措施”发布以来给台胞台企带来实实在在利益_中共...","http://www.gwytb.gov.cn/wyly/201911/t20191113_12217876.htm","2019-11-13","Compatriots",2,2,2019,11,13
"636",636,"150名台胞到河北参加冀台经济洽谈会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jj/zxzx_43783/201809/t20180919_12061825.htm","2018-09-11","Compatriots",1,1,2018,9,11
"637",637,"常州市车管所为台胞换证开辟绿色通道_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201704/t20170428_11756156.htm","2020-11-09","Compatriots",26,31,2020,11,9
"638",638,"国台办副主任龙明彪走访慰问赣闽两地台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/newsb/201801/t20180126_11911298.htm","2018-01-25","Compatriots",3,3,2018,1,25
"639",639,"台胞来闽参加司法考试趋热 通过率今年再创新高_中共中央台湾工作...","http://www.gwytb.gov.cn/zzks/zxzx_43780/201412/t20141216_8379353.htm","2012-12-21","Compatriots",3,3,2012,12,21
"640",640,"居住证申领第一日 在厦台胞表示“更有融入感”_中共中央台湾工作...","http://www.gwytb.gov.cn/jl/zxzx_43777/201809/t20180905_12055884.htm","2018-09-01","Compatriots",7,7,2018,9,1
"641",641,"面向台胞开放的专业资格考试_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/zzks/zcfg_43779/l_43892/201802/t20180205_11920228.htm","2020-11-08","Compatriots",1,1,2020,11,8
"642",642,"海协会就上海踩踏事件台胞伤亡情况致函海基会_中共中央台湾工作...","http://www.gwytb.gov.cn/lhjl/lhjl/han/201501/t20150112_8664325.htm","2015-01-01","Compatriots",2,2,2015,1,1
"643",643,"国台办:台胞参加三类大陆职业资格考试有新进展_中共中央台湾工作...","http://www.gwytb.gov.cn/zzks/zxzx_43780/201806/t20180619_11966525.htm","2018-06-13","Compatriots",2,2,2018,6,13
"644",644,"杭州街道干部倾心助力台胞寻根圆梦_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201504/t20150423_9649529.htm","2015-04-23","Compatriots",2,2,2015,4,23
"645",645,"江苏省台办召开贯彻落实“31条惠及台胞措施”座谈会_中共中央台湾...","http://www.gwytb.gov.cn/local/201804/t20180416_11943844.htm","2018-04-16","Compatriots",3,3,2018,4,16
"646",646,"德州市卫计委出台《台胞台商在德就医实施办法》_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201501/t20150130_8883483.htm","2015-01-30","Compatriots",1,1,2015,1,30
"647",647,"武汉市江夏区成立服务台商台胞工作领导小组_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201508/t20150806_10418663.htm","2020-11-02","Compatriots",1,2,2020,11,2
"648",648,"国台办:实施卡式台胞证受到台湾民众普遍欢迎_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/201509/t20150930_10768880.htm","2015-09-30","Compatriots",2,3,2015,9,30
"649",649,"跨越海峡 寻根中原——2013年台胞青年夏令营河南分营活动综述...","http://www.gwytb.gov.cn/lajlwl/lawhjl/201307/t20130718_4467722.htm","2013-07-18","Compatriots",1,1,2013,7,18
"650",650,"四川出台15条政策支持台企台胞在川发展现代农业_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201604/t20160425_11442592.htm","2016-04-25","Compatriots",2,2,2016,4,25
"651",651,"江苏台办主任杨峰:改进优化涉台服务 务实服务台商台胞_中共中央...","http://www.gwytb.gov.cn/service/201507/t20150728_10350594.htm","2015-07-28","Compatriots",1,1,2015,7,28
"652",652,"广西出台80条惠及台胞措施 跨境劳务优惠政策成亮点_中共中央台湾...","http://www.gwytb.gov.cn/jj/zxzx_43783/201808/t20180806_12043998.htm","2018-08-02","Compatriots",2,2,2018,8,2
"653",653,"武汉举行台胞中秋座谈会_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/service/201409/t20140904_7217359.htm","2014-09-04","Compatriots",1,1,2014,9,4
"654",654,"湘西州全力救助旅游摔倒重伤台胞_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201706/t20170609_11798185.htm","2020-11-01","Compatriots",7,8,2020,11,1
"655",655,"鹰潭市台胞台属联谊会召开三届二次常务理事会会议_中共中央台湾...","http://www.gwytb.gov.cn/local/201701/t20170120_11683766.htm","2017-01-18","Compatriots",2,2,2017,1,18
